Earthquake catalog extracted from SEISAN HYP output file.
CSV text with 5 header lines, including col names in last.
longitude, latitude (WGS 84); depth in km.
mmagnitude = local magnitude determined by SEISAN HYP.
n = number of stations used; rms = fit to arrival times
No,origin,longitude,latitude,depth,magnitude,N_phases,rms
332,2018-12-10 03:24:40.500,169.294,-21.639,50.5,2.7,14,4.0
333,2018-12-10 04:51:33.800,169.19,-21.751,79.1,2.8,14,0.7
334,2018-12-10 05:21:02.100,168.889,-21.464,17.0,2.0,6,0.6
335,2018-12-10 05:42:40.800,169.252,-21.799,55.5,2.9,12,1.4
336,2018-12-10 08:01:45.200,169.017,-20.985,79.1,2.7,16,0.9
337,2018-12-10 09:49:43.900,168.911,-21.404,55.0,2.2,16,0.8
338,2018-12-10 10:03:43.800,168.989,-21.56,30.2,3.0,18,0.8
339,2018-12-10 10:51:11.200,169.059,-21.498,79.9,2.9,18,1.9
340,2018-12-10 10:56:07.700,169.102,-21.685,58.8,2.2,17,1.1
341,2018-12-10 11:48:54.000,168.671,-21.451,-4.6,2.8,12,0.5
342,2018-12-10 12:18:32.300,169.859,-22.411,70.4,2.3,10,3.5
343,2018-12-10 12:25:50.300,168.893,-21.563,24.4,2.0,16,0.6
344,2018-12-10 12:31:24.500,169.204,-21.8,24.0,2.0,8,0.7
345,2018-12-10 12:36:21.100,168.938,-21.482,41.0,1.9,11,0.8
346,2018-12-10 13:01:00.100,168.859,-21.287,96.4,2.5,6,1.1
347,2018-12-10 13:45:22.800,170.157,-22.558,80.3,3.0,13,8.2
348,2018-12-10 14:02:38.000,168.95,-21.145,83.2,2.7,8,0.3
349,2018-12-10 14:08:39.000,168.826,-21.723,8.7,1.8,14,0.9
350,2018-12-10 14:34:31.100,169.664,-21.804,53.0,2.1,11,1.0
351,2018-12-10 16:46:51.700,169.54,-21.749,37.2,2.6,16,0.7
352,2018-12-10 16:58:36.300,168.898,-21.548,42.0,3.7,17,0.6
353,2018-12-10 17:10:38.600,169.067,-21.715,50.1,2.0,14,2.4
354,2018-12-10 19:00:50.600,169.341,-21.924,41.0,2.5,13,0.6
355,2018-12-10 19:54:39.800,168.9,-21.261,83.6,2.5,14,0.5
356,2018-12-10 20:05:08.400,169.329,-22.241,26.9,2.9,8,0.7
357,2018-12-10 20:05:09.600,169.245,-22.101,76.9,2.9,17,0.5
358,2018-12-10 21:02:14.300,169.2,-21.375,95.6,3.7,16,1.0
359,2018-12-11 14:18:25.200,169.201,-21.721,72.0,2.6,15,0.9
360,2018-12-11 14:29:37.700,169.64,-21.825,53.8,2.2,8,3.0
361,2018-12-11 14:40:50.700,168.651,-21.57,13.6,2.0,11,1.4
362,2018-12-11 14:43:04.000,169.009,-21.44,13.6,2.4,14,1.0
363,2018-12-11 15:00:21.800,169.157,-21.841,-2.5,2.7,5,0.9
364,2018-12-11 15:01:04.400,170.085,-21.739,74.9,3.2,7,2.7
365,2018-12-11 15:36:51.400,168.895,-21.622,20.3,1.5,9,0.9
366,2018-12-11 16:38:56.800,169.05,-21.894,-2.9,1.6,7,1.1
367,2018-12-11 17:27:07.200,169.136,-21.778,63.6,3.0,15,0.4
368,2018-12-11 17:33:46.100,168.973,-21.432,46.3,2.5,15,0.9
369,2018-12-11 17:39:55.700,169.683,-22.279,82.8,2.8,14,0.5
370,2018-12-11 18:24:39.600,169.291,-21.233,96.4,2.9,10,6.7
371,2018-12-11 19:51:09.900,168.961,-21.442,43.5,2.9,12,0.6
372,2018-12-11 20:57:46.500,168.809,-21.229,65.0,2.7,6,0.6
373,2018-12-11 21:48:33.400,169.366,-21.923,54.2,2.3,11,0.5
374,2018-12-11 23:14:42.300,169.088,-21.289,42.2,2.0,5,1.0
375,2018-12-12 01:29:31.900,169.055,-21.533,76.9,3.2,16,0.5
376,2018-12-12 02:48:53.700,169.071,-21.161,76.6,2.3,10,0.8
377,2018-12-12 08:04:40.100,169.201,-21.395,98.1,2.1,10,3.4
378,2018-12-12 08:17:20.400,168.943,-21.62,26.9,1.7,7,0.8
379,2018-12-12 12:18:55.400,169.204,-21.493,89.8,2.1,10,0.9
380,2018-12-12 12:32:14.000,169.987,-22.01,58.7,3.5,17,0.6
381,2018-12-12 13:16:16.600,169.039,-21.598,6.2,2.0,13,0.5
382,2018-12-12 14:04:29.300,169.276,-21.471,77.4,2.3,13,2.2
383,2018-12-12 15:09:01.100,169.161,-21.633,69.1,2.9,16,3.2
384,2018-12-12 15:43:15.400,169.587,-21.995,31.9,2.2,6,0.5
385,2018-12-12 16:51:42.300,169.126,-21.338,79.1,2.0,11,3.3
386,2018-12-12 17:04:31.200,168.893,-20.89,97.3,2.1,5,0.6
387,2018-12-12 17:59:33.000,169.055,-21.38,90.7,2.6,14,3.9
388,2018-12-12 19:22:58.800,169.0,-21.53,24.0,2.7,17,1.3
389,2018-12-12 19:50:59.100,168.894,-21.256,75.3,1.9,10,0.7
390,2018-12-13 00:55:35.300,169.253,-21.185,39.7,2.8,15,1.1
391,2018-12-13 03:21:12.000,169.146,-21.565,48.8,2.8,15,1.1
392,2018-12-13 04:00:44.400,169.334,-21.727,71.6,3.1,15,0.6
393,2018-12-13 06:51:20.900,169.052,-21.301,71.6,3.4,13,0.6
394,2018-12-13 08:01:09.400,168.805,-21.842,-2.1,1.9,6,1.0
395,2018-12-13 09:13:08.400,169.623,-21.39,53.8,2.3,11,1.3
396,2018-12-13 10:06:36.600,168.451,-21.358,58.3,1.4,4,0.7
397,2018-12-13 10:38:12.800,168.082,-20.898,-4.8,3.3,9,0.7
398,2018-12-13 11:29:07.200,169.674,-22.348,7.8,2.6,8,0.7
399,2018-12-13 12:36:14.900,169.487,-21.939,35.2,2.3,8,0.6
400,2018-12-13 12:51:07.400,169.182,-21.554,83.2,4.5,9,0.5
401,2018-12-13 13:56:00.600,169.205,-21.84,37.2,2.4,18,0.7
402,2018-12-13 14:03:05.800,169.509,-21.859,53.4,3.2,15,3.8
403,2018-12-13 14:22:06.700,168.845,-21.584,2.0,2.0,8,0.7
404,2018-12-13 15:03:25.400,168.435,-21.057,8.5,1.5,8,1.0
405,2018-12-13 15:04:41.800,169.22,-21.908,47.6,1.7,12,1.2
406,2018-12-13 15:07:24.800,168.987,-21.673,10.1,1.9,16,0.6
407,2018-12-13 15:34:02.900,169.094,-21.794,9.5,1.9,7,3.6
408,2018-12-13 16:08:15.300,169.068,-21.735,45.9,1.8,6,0.6
409,2018-12-13 16:10:36.300,168.807,-21.709,8.0,1.6,13,1.1
410,2018-12-13 18:03:45.000,169.461,-21.881,48.4,1.9,10,0.9
411,2018-12-13 18:29:42.000,169.142,-21.772,1.2,1.9,10,1.2
412,2018-12-13 20:32:33.000,169.062,-21.731,50.2,2.6,12,0.3
413,2018-12-13 21:36:34.800,169.316,-21.886,29.4,2.2,10,1.1
414,2018-12-13 21:55:23.300,169.419,-22.06,42.6,2.3,10,4.4
415,2018-12-13 22:02:00.400,169.307,-21.648,78.2,2.9,11,0.7
416,2018-12-13 22:49:56.300,169.241,-21.992,55.7,2.8,15,0.3
417,2018-12-14 03:57:25.000,169.438,-21.921,31.0,2.7,12,3.8
418,2018-12-14 06:10:45.400,169.358,-21.726,73.3,2.6,4,0.4
419,2018-12-14 06:19:46.300,169.441,-21.98,48.4,2.6,8,3.8
420,2018-12-14 07:39:46.700,169.015,-21.598,29.4,2.5,8,4.5
421,2018-12-14 07:43:46.600,169.218,-21.869,57.5,2.7,16,3.9
422,2018-12-14 09:06:25.700,169.306,-21.955,4.1,3.2,6,0.6
423,2018-12-14 09:10:27.700,169.419,-22.06,11.1,2.0,5,0.5
424,2018-12-14 10:21:06.100,169.47,-21.811,-0.0,2.1,4,1.2
425,2018-12-14 10:50:28.700,169.436,-21.862,54.2,2.0,8,3.7
426,2018-12-14 11:26:19.400,169.385,-21.784,41.0,2.1,10,0.6
427,2018-12-14 11:30:18.500,169.647,-21.983,53.8,2.2,10,0.8
428,2018-12-14 11:51:24.600,169.508,-21.839,55.9,2.8,15,1.6
429,2018-12-14 12:06:50.500,169.252,-21.799,42.2,2.9,16,4.3
430,2018-12-14 12:34:10.700,168.833,-20.902,90.2,2.1,6,0.7
431,2018-12-14 12:47:22.900,168.871,-21.276,39.7,2.6,8,2.4
432,2018-12-14 13:16:57.200,169.377,-21.893,46.3,2.5,15,1.2
433,2018-12-14 13:31:11.100,169.277,-21.818,43.7,2.5,18,0.5
434,2018-12-14 14:14:19.500,169.494,-21.79,57.1,2.0,7,8.5
435,2018-12-14 16:08:18.000,168.95,-21.492,88.6,2.0,10,2.2
436,2018-12-14 16:24:56.900,169.708,-21.991,76.6,1.9,8,4.9
437,2018-12-14 16:53:49.300,169.406,-22.031,-2.5,2.0,7,5.9
438,2018-12-14 17:04:14.200,169.397,-21.794,72.0,2.2,15,0.5
439,2018-12-14 17:16:11.700,169.184,-21.613,80.7,2.1,15,0.7
440,2018-12-14 17:23:21.200,169.243,-21.561,78.6,2.6,16,0.7
441,2018-12-14 21:53:04.900,169.135,-21.738,58.1,4.0,17,0.4
442,2018-12-15 04:10:54.600,168.392,-21.023,5.3,2.0,9,1.4
443,2018-12-15 04:47:44.100,168.518,-20.081,-2.5,2.3,9,6.1
444,2018-12-15 07:07:47.000,169.601,-21.737,77.4,2.5,11,1.3
445,2018-12-15 09:21:59.200,169.039,-21.781,54.1,3.7,16,0.4
446,2018-12-15 09:32:47.600,169.323,-21.45,89.8,2.6,16,0.9
447,2018-12-15 10:52:02.200,168.408,-20.746,24.4,1.8,6,0.9
448,2018-12-15 12:20:46.800,169.398,-21.507,91.5,2.5,16,0.9
449,2018-12-15 13:00:43.600,170.013,-22.316,75.7,2.8,11,1.1
450,2018-12-15 13:10:38.000,169.162,-21.653,45.9,2.2,17,6.0
451,2018-12-15 13:42:37.400,169.318,-21.618,77.8,2.4,13,1.5
452,2018-12-15 15:29:47.800,169.364,-21.577,46.3,2.0,14,0.9
453,2018-12-15 16:00:32.800,170.008,-22.484,30.6,2.7,18,3.9
454,2018-12-15 21:18:35.400,168.454,-21.274,13.8,2.1,17,4.5
455,2018-12-16 00:09:35.500,169.329,-21.752,70.2,2.9,16,0.5
456,2018-12-16 08:58:28.600,169.282,-21.629,57.5,3.1,18,1.5
457,2018-12-16 10:19:42.100,168.956,-21.65,77.0,2.4,8,1.2
458,2018-12-16 20:31:21.400,169.495,-21.523,98.9,2.6,7,4.8
459,2018-12-17 03:21:31.700,168.944,-21.64,56.7,2.7,14,0.4
460,2018-12-17 05:42:28.600,169.568,-21.234,75.3,3.7,16,2.6
461,2018-12-17 07:38:44.700,169.528,-21.433,37.2,3.4,14,4.6
462,2018-12-17 10:48:15.700,169.523,-21.602,98.9,2.5,10,4.5
463,2018-12-17 11:06:44.900,169.349,-21.795,40.5,2.4,10,0.6
464,2018-12-17 11:45:45.300,169.483,-21.821,55.9,2.3,15,1.0
465,2018-12-17 13:08:20.800,169.099,-21.259,79.9,2.7,15,3.7
466,2018-12-17 15:52:18.400,170.04,-21.82,69.3,3.9,17,0.6
467,2018-12-17 17:46:21.200,168.902,-21.493,27.3,2.0,10,4.2
468,2018-12-18 01:57:46.600,168.923,-21.067,66.6,2.8,14,1.1
469,2018-12-18 04:54:27.700,169.361,-21.498,89.4,2.2,8,0.5
470,2018-12-18 12:09:13.900,168.957,-21.323,71.6,2.3,10,0.8
471,2018-12-18 12:23:44.800,169.341,-21.598,68.7,2.3,12,0.7
472,2018-12-18 12:34:45.300,169.23,-21.206,57.1,1.9,7,4.3
473,2018-12-18 13:12:04.200,169.311,-21.767,54.2,2.5,15,0.8
474,2018-12-18 15:01:34.600,168.886,-21.538,29.4,2.8,13,0.5
475,2018-12-18 15:10:58.300,169.102,-21.339,42.6,1.8,6,0.5
476,2018-12-18 17:47:46.400,169.142,-21.446,4.1,1.9,5,0.7
477,2018-12-18 18:08:38.000,169.265,-21.501,76.2,2.1,7,0.7
478,2018-12-18 19:29:16.100,169.329,-21.608,75.7,2.4,12,0.9
479,2018-12-18 22:01:10.200,169.695,-21.981,15.7,3.0,10,6.8
480,2018-12-19 00:32:06.300,169.203,-21.474,83.4,3.0,17,0.6
481,2018-12-19 03:24:34.300,169.261,-21.709,56.7,3.5,17,0.9
482,2018-12-19 03:31:42.200,169.27,-21.946,58.3,3.0,17,7.9
483,2018-12-19 06:18:14.600,169.384,-21.765,75.7,2.2,9,4.4
484,2018-12-19 06:22:58.100,169.687,-21.784,75.3,2.5,9,0.9
485,2018-12-19 12:41:51.900,169.394,-22.041,2.0,2.1,6,6.7
486,2018-12-19 13:50:33.100,168.939,-21.522,26.9,1.8,10,0.7
487,2018-12-19 15:17:52.600,169.041,-21.331,80.3,2.7,17,1.2
488,2018-12-19 15:57:44.900,169.533,-21.858,92.3,2.7,18,4.4
489,2018-12-19 15:57:45.800,169.491,-22.018,68.5,2.7,12,0.4
490,2018-12-19 18:17:40.900,169.422,-21.506,95.6,2.1,4,4.0
491,2018-12-20 00:32:26.700,169.227,-21.453,64.2,2.6,15,0.9
492,2018-12-20 02:48:54.400,169.371,-21.429,76.6,3.4,18,7.1
493,2018-12-20 07:28:09.700,169.309,-22.034,2.5,1.8,8,0.9
494,2018-12-20 07:33:43.400,169.397,-21.487,85.7,2.1,13,4.9
495,2018-12-20 09:40:26.600,169.642,-21.864,75.3,2.1,10,0.8
496,2018-12-20 16:17:27.900,169.558,-21.571,92.7,2.1,8,1.0
497,2018-12-20 17:25:55.500,169.713,-22.416,96.9,2.6,9,4.4
498,2018-12-20 19:27:44.400,169.534,-21.591,60.4,3.6,15,0.6
499,2018-12-20 21:22:04.400,169.527,-21.72,94.8,2.8,8,0.5
500,2018-12-21 05:37:47.200,169.4,-21.873,25.6,2.5,6,1.4
501,2018-12-21 10:41:16.800,169.4,-21.546,98.1,2.7,9,0.8
502,2018-12-21 12:42:35.500,169.087,-21.596,20.3,1.7,13,1.0
503,2018-12-21 12:43:57.500,169.744,-22.286,88.2,2.5,12,2.2
504,2018-12-21 13:01:46.300,168.844,-21.564,43.5,1.3,5,0.7
505,2018-12-21 16:22:34.700,169.497,-21.87,58.7,3.6,17,0.6
506,2018-12-21 16:52:43.300,168.858,-21.267,89.8,2.4,6,5.0
507,2018-12-21 17:40:35.200,169.581,-21.857,76.6,2.1,8,0.8
508,2018-12-22 00:30:28.800,168.502,-21.07,17.4,2.1,6,0.5
509,2018-12-22 07:33:06.100,169.255,-21.551,77.4,2.5,17,0.6
510,2018-12-22 08:03:04.900,169.794,-22.017,-4.2,2.0,6,0.6
511,2018-12-22 08:16:41.100,169.505,-21.78,70.8,2.6,5,6.2
512,2018-12-22 09:06:15.600,168.913,-21.443,28.5,1.8,11,0.5
513,2018-12-22 20:06:15.500,169.428,-21.664,50.1,2.2,13,0.7
514,2018-12-23 06:04:19.200,169.447,-21.832,38.9,4.3,16,5.4
515,2018-12-23 06:11:47.400,169.151,-22.01,-4.6,2.2,8,4.9
516,2018-12-23 06:13:11.300,169.413,-21.902,39.3,2.6,13,6.5
517,2018-12-23 07:45:46.600,168.652,-21.224,9.1,1.6,6,0.4
518,2018-12-23 09:18:54.400,169.001,-21.223,69.1,2.2,14,4.9
519,2018-12-23 13:59:00.900,168.97,-21.353,82.8,2.0,9,0.6
520,2018-12-23 15:13:28.700,169.808,-21.186,25.6,2.1,9,0.6
521,2018-12-23 15:22:04.400,168.928,-21.205,83.2,2.1,9,2.0
522,2018-12-23 23:01:30.200,169.427,-21.644,98.9,2.9,8,0.4
523,2018-12-24 02:24:34.400,169.253,-21.838,93.6,2.6,12,0.9
524,2018-12-24 09:10:24.600,169.705,-22.218,96.9,2.7,11,1.0
525,2018-12-24 10:33:41.400,168.983,-21.382,87.3,3.1,16,0.7
526,2018-12-24 13:09:04.200,169.548,-21.947,38.9,2.6,15,1.1
527,2018-12-24 13:16:50.200,169.492,-22.364,3.3,2.0,8,0.7
528,2018-12-24 16:06:50.100,169.452,-21.663,43.5,2.1,8,0.7
529,2018-12-24 16:19:27.700,169.406,-21.724,74.9,2.6,16,0.7
530,2018-12-24 22:31:10.900,169.043,-21.716,44.3,2.3,10,0.7
531,2018-12-25 00:36:06.600,169.362,-21.825,79.9,3.0,7,0.7
532,2018-12-25 02:36:56.500,169.592,-22.44,76.2,2.7,13,1.5
533,2018-12-25 04:44:22.300,169.334,-21.727,55.0,3.5,16,0.9
534,2018-12-25 10:34:41.300,169.286,-21.728,62.5,2.4,4,0.5
535,2018-12-25 12:08:02.500,169.722,-21.753,55.0,3.3,16,3.7
536,2018-12-25 12:44:45.000,169.13,-21.456,17.8,3.1,16,0.6
537,2018-12-25 13:29:30.900,169.187,-21.365,47.2,2.2,9,6.5
538,2018-12-25 13:34:21.500,168.449,-21.279,24.4,1.9,9,0.5
539,2018-12-25 15:26:19.100,169.364,-21.577,82.8,2.2,10,0.5
540,2018-12-25 20:08:55.300,169.117,-21.58,42.3,3.1,16,0.6
541,2018-12-25 21:46:31.600,169.365,-21.271,49.2,3.0,9,6.1
542,2018-12-25 22:56:26.500,169.101,-21.645,68.7,2.4,13,0.8
543,2018-12-26 00:19:12.200,169.395,-21.754,58.8,2.2,6,1.0
544,2018-12-26 02:25:47.400,169.132,-21.496,51.7,3.0,15,4.8
545,2018-12-26 02:41:09.300,169.201,-21.395,84.8,2.4,12,0.9
546,2018-12-26 05:39:47.700,168.525,-21.395,9.5,2.1,12,0.5
547,2018-12-26 17:51:55.900,169.114,-21.674,55.9,2.1,9,0.6
548,2018-12-26 22:44:45.500,168.623,-20.72,79.9,2.7,7,0.5
549,2018-12-26 23:03:40.700,168.956,-20.957,43.0,3.2,7,0.7
550,2018-12-27 06:17:17.100,169.168,-21.648,58.9,3.4,15,0.5
551,2018-12-27 15:13:34.600,169.067,-21.715,-0.4,2.9,10,5.9
552,2018-12-28 03:42:53.800,168.454,-21.264,10.9,2.2,16,0.7
553,2018-12-28 06:02:11.300,169.029,-21.994,-4.6,2.0,8,1.0
554,2018-12-28 06:05:04.400,169.108,-21.516,92.3,2.6,15,2.6
555,2018-12-28 18:19:51.700,169.919,-21.538,48.8,2.7,16,6.1
556,2018-12-29 18:01:37.400,169.121,-21.699,63.2,3.4,17,2.4
557,2018-12-29 18:01:43.300,167.974,-20.718,-4.6,3.2,11,1.7
558,2018-12-29 19:28:30.900,169.151,-21.03,39.7,2.2,8,7.0
559,2018-12-29 20:44:23.100,169.039,-21.598,58.3,2.2,8,0.8
560,2019-01-01 14:04:20.600,169.674,-21.468,78.6,2.5,14,0.8
561,2019-01-01 16:24:47.000,168.937,-21.279,53.0,2.9,15,0.6
562,2019-01-01 16:47:28.300,169.217,-21.829,-4.6,2.2,8,4.2
563,2019-01-01 18:19:16.700,169.041,-21.657,-4.6,2.4,14,1.0
564,2019-01-02 05:17:54.400,169.551,-21.719,77.4,2.2,6,5.6
565,2019-01-02 13:25:20.100,169.228,-21.493,86.5,2.1,5,0.4
566,2019-01-02 14:22:33.800,169.349,-21.489,98.9,2.0,10,1.2
567,2019-01-02 14:59:42.700,169.394,-21.408,95.6,2.1,13,0.6
568,2019-01-02 16:14:38.200,169.145,-21.199,98.9,3.6,17,1.9
569,2019-01-02 17:15:30.600,169.098,-21.24,78.2,2.6,17,1.8
570,2019-01-03 06:54:05.300,169.29,-21.194,92.3,3.2,9,4.5
571,2019-01-03 13:01:17.500,169.951,-22.289,25.6,3.4,17,5.6
572,2019-01-04 05:39:35.300,169.476,-21.643,78.2,2.5,11,5.0
573,2019-01-04 14:05:12.000,168.729,-21.187,9.7,3.2,18,2.2
574,2019-01-04 19:20:17.000,168.43,-21.255,14.7,2.1,14,0.8
575,2019-01-05 02:37:36.900,169.134,-21.728,54.5,3.8,16,0.4
576,2019-01-05 16:22:36.900,169.236,-21.69,73.3,2.7,5,0.4
577,2019-01-06 21:12:00.300,168.151,-20.199,-3.8,2.0,5,0.6
578,2019-01-07 05:25:41.800,169.037,-21.558,44.3,3.1,16,1.9
579,2019-01-07 20:09:55.400,169.317,-22.232,-4.2,2.2,10,7.3
580,2019-01-08 11:51:47.900,170.048,-22.018,24.4,2.2,9,8.5
581,2019-01-08 15:59:54.500,169.749,-21.237,-3.8,2.7,17,1.4
582,2019-01-08 17:16:43.800,169.188,-21.865,45.9,2.4,12,0.4
583,2019-01-08 21:11:26.000,169.332,-21.667,42.6,2.2,8,1.2
584,2019-01-09 08:03:00.000,168.872,-21.489,20.7,2.8,13,0.6
585,2019-01-09 10:23:15.700,168.109,-20.378,-1.3,2.4,12,3.8
586,2019-01-09 11:43:51.700,168.925,-21.107,79.9,2.0,6,0.5
587,2019-01-09 18:11:30.400,168.845,-21.584,14.5,2.1,11,5.1
588,2019-01-09 19:53:43.800,168.849,-21.702,3.7,2.7,14,0.7
589,2019-01-09 21:28:15.500,168.857,-21.227,42.6,2.3,14,1.3
590,2019-01-10 11:31:32.300,168.466,-21.264,7.6,1.8,5,0.3
591,2019-01-10 12:36:11.000,169.03,-21.361,24.4,2.0,15,1.0
592,2019-01-10 17:00:10.800,169.067,-21.696,-4.6,4.1,15,2.1
593,2019-01-11 00:55:42.200,168.089,-20.517,-4.6,2.5,12,2.0
594,2019-01-11 21:24:23.300,168.975,-21.664,43.1,3.9,15,0.4
595,2019-01-12 00:51:31.200,168.256,-20.686,-4.8,2.0,11,1.1
596,2019-01-12 03:50:31.900,168.949,-21.452,72.0,2.7,17,2.1
597,2019-01-12 07:31:19.700,168.891,-21.523,34.3,2.2,9,0.7
598,2019-01-12 09:13:27.000,168.979,-21.283,68.3,2.2,6,7.8
599,2019-01-13 11:04:30.100,168.785,-21.249,77.4,1.9,6,0.5
600,2019-01-13 14:36:49.200,169.053,-21.993,-1.3,2.6,12,0.5
601,2019-01-13 22:33:33.000,168.214,-20.885,-2.3,1.8,6,0.6
602,2019-01-13 22:39:34.200,169.497,-21.87,58.8,2.3,11,1.9
603,2019-01-14 07:39:22.800,169.169,-21.198,74.1,2.3,8,0.8
604,2019-01-14 09:06:08.400,169.593,-22.153,28.5,2.3,8,0.7
605,2019-01-14 11:51:21.800,169.591,-22.094,31.0,2.2,10,1.1
606,2019-01-14 14:51:21.400,168.63,-21.111,9.3,1.6,9,0.5
607,2019-01-15 05:53:50.900,169.267,-21.867,94.0,4.1,15,0.5
608,2019-01-15 20:22:32.200,169.003,-21.263,44.3,2.4,13,1.3
609,2019-01-16 01:50:59.200,169.248,-22.006,-4.6,3.9,4,7.7
610,2019-01-16 04:12:34.700,169.146,-21.718,40.0,4.5,17,0.6
611,2019-01-16 09:04:00.700,169.411,-21.843,41.8,2.4,10,4.5
612,2019-01-16 14:52:58.400,169.261,-21.729,66.6,2.5,6,0.5
613,2019-01-16 15:09:46.500,169.124,-21.625,77.8,2.3,8,0.7
614,2019-01-16 17:17:25.300,170.022,-21.692,80.3,2.2,9,0.5
615,2019-01-17 00:46:23.500,169.324,-21.776,51.3,2.4,16,3.6
616,2019-01-17 20:25:11.000,169.209,-21.612,58.3,2.1,9,0.9
617,2019-01-18 03:25:26.200,168.802,-21.377,20.7,2.0,5,0.5
618,2019-01-18 06:03:25.100,169.71,-21.763,84.4,2.5,8,6.4
619,2019-01-18 07:57:40.800,169.368,-21.983,55.0,2.5,17,1.9
620,2019-01-18 16:28:04.400,168.401,-21.117,6.8,1.7,9,0.4
621,2019-01-19 17:16:05.200,169.492,-21.751,78.6,2.2,8,0.8
622,2019-01-19 21:21:15.800,168.855,-21.88,-4.6,1.9,8,0.8
623,2019-01-19 21:51:20.400,168.396,-20.756,7.4,1.8,7,0.9
624,2019-01-20 11:49:24.100,168.469,-20.977,6.4,1.8,12,0.8
625,2019-01-20 18:34:43.600,168.435,-21.423,10.5,1.7,10,0.7
626,2019-01-21 00:35:46.200,169.069,-21.928,15.6,4.6,18,0.5
627,2019-01-21 01:36:31.900,169.577,-21.911,42.8,4.7,18,0.5
628,2019-01-21 01:49:58.900,169.735,-21.475,77.4,2.9,14,4.6
629,2019-01-21 05:39:39.900,169.6,-21.718,96.4,2.1,6,6.9
630,2019-01-21 13:02:54.800,169.453,-21.683,59.2,2.1,9,0.8
631,2019-01-21 16:14:45.600,168.66,-21.461,-2.5,1.6,8,0.4
632,2019-01-22 07:07:50.200,169.8,-21.295,36.8,2.5,14,0.6
633,2019-01-22 10:07:32.600,168.318,-21.149,12.2,1.9,7,0.4
634,2019-01-22 10:10:52.800,168.393,-21.246,15.5,1.7,6,0.4
635,2019-01-22 11:59:42.300,169.492,-21.751,0.8,1.7,6,0.7
636,2019-01-22 12:18:45.300,169.388,-21.883,92.3,2.1,12,0.5
637,2019-01-22 21:38:43.400,169.314,-21.846,44.3,2.5,15,0.8
638,2019-01-23 19:53:43.800,169.421,-22.1,-2.1,3.0,13,5.0
639,2019-01-24 14:47:52.100,168.525,-21.212,10.9,1.8,16,0.6
640,2019-01-24 14:51:19.400,168.552,-21.108,52.1,1.9,10,0.9
641,2019-01-24 20:51:53.400,169.583,-22.203,89.4,2.2,5,0.9
642,2019-01-25 17:37:51.200,169.269,-21.294,74.9,2.0,12,0.6
643,2019-01-27 04:36:29.700,169.757,-21.415,74.9,2.7,9,1.8
644,2019-01-27 09:49:06.000,168.986,-21.461,18.6,2.0,6,0.6
645,2019-01-27 12:54:19.600,169.422,-21.506,78.2,2.0,9,1.0
646,2019-01-27 14:15:37.800,168.931,-21.285,59.2,1.8,10,0.9
647,2019-01-27 20:10:01.900,168.458,-21.392,12.6,1.7,8,0.5
648,2019-01-28 05:02:49.500,168.841,-21.465,26.0,2.0,8,1.2
649,2019-01-28 15:17:30.900,168.566,-21.177,10.3,1.9,9,1.3
650,2019-01-29 04:19:13.900,168.836,-21.327,53.4,2.2,12,0.6
651,2019-01-29 05:05:36.100,169.095,-21.487,53.8,2.2,9,0.7
652,2019-01-29 06:22:34.600,169.188,-21.712,89.8,2.8,13,3.8
653,2019-01-29 09:12:45.000,169.287,-21.768,67.5,3.0,6,5.1
654,2019-01-29 15:57:22.200,168.481,-21.362,13.4,1.6,10,0.8
655,2019-01-29 20:55:15.600,168.66,-20.383,-4.6,2.1,12,4.5
656,2019-01-30 11:48:33.900,169.135,-21.575,79.9,1.9,10,0.6
657,2019-01-30 21:10:35.400,170.062,-21.493,70.4,2.8,14,3.0
658,2019-02-01 08:00:35.300,168.876,-21.781,3.7,2.6,9,0.7
659,2019-02-02 01:21:24.600,169.271,-21.333,89.8,2.2,13,0.8
660,2019-02-02 07:36:39.000,169.203,-21.474,84.8,3.3,17,0.9
661,2019-02-02 10:17:16.400,168.377,-21.118,8.9,2.1,11,0.6
662,2019-02-02 15:57:03.800,169.258,-21.63,41.8,2.2,10,0.7
663,2019-02-02 21:10:47.500,168.663,-21.194,20.3,1.8,10,0.7
664,2019-02-03 18:40:13.700,169.046,-21.795,-1.3,2.2,6,1.1
665,2019-02-04 12:13:27.900,169.723,-21.179,48.8,4.1,17,0.6
666,2019-02-04 17:35:39.600,169.702,-21.852,35.2,2.4,11,1.5
667,2019-02-04 21:45:45.600,169.195,-21.563,52.1,2.7,16,0.7
668,2019-02-04 23:13:30.700,168.662,-21.174,15.3,2.7,12,0.7
669,2019-02-05 01:10:18.800,168.48,-21.515,6.2,1.7,8,0.6
670,2019-02-05 09:25:13.500,169.0,-21.53,22.3,2.3,15,1.0
671,2019-02-05 12:58:00.500,168.992,-21.639,10.3,2.1,14,1.0
672,2019-02-05 20:12:29.000,169.947,-21.062,78.6,2.5,12,6.1
673,2019-02-05 21:54:56.500,168.861,-21.692,4.1,2.2,8,2.3
674,2019-02-05 22:03:59.600,169.048,-21.528,38.9,2.7,15,0.9
675,2019-02-07 04:49:40.300,169.595,-22.049,80.1,3.4,14,0.5
676,2019-02-07 07:40:07.300,169.523,-21.928,57.9,2.4,15,5.2
