Earthquake catalog extracted from SEISAN HYP output file.
CSV text with 5 header lines, including col names in last.
longitude, latitude (WGS 84); depth in km.
mmagnitude = local magnitude determined by SEISAN HYP.
n = number of stations used; rms = fit to arrival times
No,origin,longitude,latitude,depth,magnitude,N_phases,rms
677,2019-02-07 14:22:22.500,168.431,-20.909,10.5,2.7,16,0.6
678,2019-02-08 16:43:29.700,168.824,-21.5,6.8,1.9,8,1.0
679,2019-02-08 22:01:39.400,169.562,-21.382,40.1,2.6,12,1.3
680,2019-02-09 03:52:42.900,168.357,-20.649,-2.1,2.0,6,0.9
681,2019-02-09 11:40:59.200,168.95,-21.145,55.0,2.2,16,4.6
682,2019-02-09 18:28:20.700,168.881,-21.746,2.7,2.0,10,1.6
683,2019-02-09 21:38:48.100,168.775,-21.665,12.0,2.0,6,0.7
684,2019-02-09 23:04:07.600,168.915,-21.849,95.2,2.2,9,0.6
685,2019-02-10 06:07:06.400,168.469,-20.967,9.3,2.0,6,0.5
686,2019-02-11 14:01:36.100,169.335,-21.746,54.2,2.7,18,1.7
687,2019-02-11 18:17:41.500,169.901,-22.251,73.7,3.1,15,4.3
688,2019-02-12 06:34:12.200,169.064,-21.636,64.2,2.6,6,1.4
689,2019-02-12 18:16:56.500,169.845,-22.095,50.5,2.6,12,3.7
690,2019-02-13 04:19:03.500,170.046,-22.246,80.3,2.5,6,0.5
691,2019-02-13 16:15:18.700,169.017,-21.658,53.4,2.0,14,0.9
692,2019-02-13 16:20:51.800,169.224,-21.048,77.0,2.0,10,1.0
693,2019-02-13 20:58:24.400,169.157,-21.515,54.2,3.2,7,0.6
694,2019-02-14 06:12:43.300,169.371,-22.062,28.5,3.4,15,3.8
695,2019-02-16 02:18:16.000,168.159,-20.456,-4.6,2.4,9,2.3
696,2019-02-16 03:12:20.900,168.942,-21.601,57.5,2.4,4,0.6
697,2019-02-16 05:57:12.500,168.518,-20.427,-3.8,2.1,5,0.7
698,2019-02-16 09:25:55.700,168.744,-21.275,10.1,2.1,7,0.8
699,2019-02-16 19:00:35.000,168.662,-20.442,-2.9,2.3,10,3.3
700,2019-02-17 15:46:18.600,168.445,-21.353,13.0,2.2,11,0.4
701,2019-02-18 21:26:55.700,168.569,-21.083,8.5,3.0,17,1.1
702,2019-02-19 13:33:34.600,169.037,-20.886,-1.3,3.9,18,0.9
703,2019-02-19 17:58:07.900,168.585,-20.479,-4.8,2.8,17,0.8
704,2019-02-21 01:07:40.200,168.468,-21.323,13.8,2.5,14,0.6
705,2019-02-21 12:03:13.100,168.645,-20.477,-4.8,2.4,14,0.6
706,2019-02-21 12:18:46.600,169.915,-22.3,76.6,3.0,7,0.6
707,2019-02-22 18:53:26.200,169.533,-21.858,53.4,2.5,10,1.5
708,2019-02-22 20:20:25.400,169.498,-21.909,43.9,2.5,10,2.1
709,2019-02-22 22:33:38.200,169.289,-21.807,55.0,2.3,4,0.4
710,2019-02-23 17:34:12.200,169.17,-21.707,46.7,2.8,15,0.5
711,2019-02-23 19:30:42.600,168.457,-21.343,14.2,1.9,11,0.6
712,2019-02-23 20:11:34.600,169.052,-20.781,32.9,3.4,18,0.5
713,2019-02-24 07:15:39.000,169.59,-22.074,54.2,3.0,15,6.6
714,2019-02-24 13:31:41.500,169.138,-21.674,31.0,2.6,14,0.8
715,2019-02-25 07:31:01.700,168.637,-21.135,17.0,2.3,9,2.1
716,2019-02-25 23:01:10.200,168.8,-21.338,8.4,2.6,8,0.5
717,2019-02-26 11:18:02.100,168.922,-21.7,7.0,2.6,4,0.4
718,2019-02-26 15:06:47.800,168.396,-20.939,6.8,1.9,8,2.3
719,2019-02-27 13:42:41.100,168.984,-21.402,87.3,2.3,11,0.8
720,2019-02-28 03:34:51.600,168.681,-21.747,-3.8,2.6,10,0.3
721,2019-02-28 15:16:01.800,168.687,-21.213,-3.8,3.0,13,0.9
722,2019-03-01 08:41:15.100,169.088,-21.616,57.5,3.0,11,0.7
723,2019-03-03 18:08:56.900,169.183,-21.573,66.6,2.6,6,0.4
724,2019-03-03 21:09:59.800,169.19,-21.771,45.1,2.3,10,0.9
725,2019-03-04 12:21:26.600,169.778,-21.929,77.4,3.0,18,0.9
726,2019-03-04 16:43:54.900,169.694,-21.942,77.0,3.4,17,0.6
727,2019-03-05 05:52:18.900,169.483,-20.287,72.0,2.7,4,5.7
728,2019-03-05 06:56:56.800,169.344,-21.984,0.4,3.3,7,0.6
729,2019-03-05 18:06:05.600,168.594,-21.314,31.9,1.8,13,1.0
730,2019-03-05 20:14:01.600,169.726,-21.545,29.0,2.3,4,7.3
731,2019-03-06 03:11:19.800,169.759,-22.048,75.7,3.4,11,5.7
732,2019-03-06 16:40:34.400,169.511,-21.918,26.0,2.4,8,0.7
733,2019-03-06 18:01:15.500,168.123,-20.66,-4.8,2.3,9,0.7
734,2019-03-07 07:07:59.500,169.111,-21.576,17.0,2.8,13,5.1
735,2019-03-07 07:52:53.400,168.598,-21.23,12.6,1.6,7,0.7
736,2019-03-07 20:44:59.200,169.608,-21.915,69.9,2.2,4,0.4
737,2019-03-08 14:56:23.000,169.339,-21.865,26.0,2.6,13,0.8
738,2019-03-10 13:41:15.900,168.781,-21.823,-4.6,2.1,6,2.2
739,2019-03-10 17:01:31.100,168.641,-20.908,0.8,1.9,10,0.8
740,2019-03-11 14:36:52.400,169.086,-21.557,50.9,2.2,9,0.5
741,2019-03-12 05:48:01.900,169.187,-21.365,81.9,2.6,9,1.6
742,2019-03-12 08:46:38.100,169.067,-21.715,17.8,1.8,7,1.9
743,2019-03-12 08:56:37.900,168.937,-21.462,21.9,1.8,7,0.6
744,2019-03-13 08:04:39.300,169.211,-21.671,14.5,3.5,16,0.8
745,2019-03-13 15:37:39.800,168.793,-21.66,3.1,1.7,5,0.4
746,2019-03-13 00:00:36.900,169.335,-21.746,65.8,3.6,6,0.5
747,2019-03-14 06:25:15.500,169.045,-21.756,3.7,1.8,8,0.8
748,2019-03-14 21:45:18.600,168.121,-20.793,0.4,1.5,4,1.1
749,2019-03-16 14:23:22.700,169.463,-21.94,55.9,2.1,14,1.6
750,2019-03-17 17:07:21.500,168.32,-20.254,33.5,3.3,9,6.0
751,2019-03-18 04:15:42.900,168.138,-20.343,-4.8,2.5,16,1.0
752,2019-03-18 04:18:26.500,169.292,-21.253,43.5,2.3,13,0.6
753,2019-03-18 09:38:14.200,168.821,-20.2,-2.1,2.2,16,1.1
754,2019-03-18 14:56:03.000,168.773,-20.182,-3.8,2.5,17,6.8
755,2019-03-20 13:15:19.500,169.655,-20.687,47.6,3.3,17,2.5
756,2019-03-20 14:23:34.300,169.163,-21.693,19.4,2.0,5,0.5
757,2019-03-20 15:15:00.300,169.172,-21.93,-2.9,1.8,6,0.9
758,2019-03-21 05:38:17.500,168.163,-20.392,-4.8,2.1,10,5.5
759,2019-03-21 13:57:54.400,169.883,-21.549,51.7,2.5,13,0.6
760,2019-03-22 13:17:49.000,168.443,-21.304,13.4,1.7,12,0.4
761,2019-03-22 14:25:12.500,169.402,-20.359,41.0,2.9,16,5.4
762,2019-03-23 08:17:08.100,169.822,-21.541,27.3,2.0,4,0.7
763,2019-03-23 11:45:58.700,168.242,-20.83,2.9,2.0,14,1.6
764,2019-03-24 07:28:51.300,168.653,-20.185,-4.6,2.3,11,5.2
765,2019-03-24 15:50:05.100,169.013,-21.539,56.7,2.0,9,1.8
766,2019-03-25 02:36:21.800,168.526,-21.242,10.9,2.6,15,0.8
767,2019-03-25 02:45:04.300,168.661,-21.154,31.0,2.7,9,0.7
768,2019-03-25 05:21:37.400,168.563,-21.291,11.4,2.1,13,0.7
769,2019-03-25 06:28:14.900,168.563,-21.281,10.9,1.9,11,0.5
770,2019-03-25 09:29:52.800,169.766,-21.346,75.3,2.1,9,5.6
771,2019-03-25 17:50:24.000,168.587,-20.548,-4.8,1.9,10,0.8
772,2019-03-26 01:42:37.800,168.807,-21.372,14.7,3.0,14,4.1
773,2019-03-26 18:01:47.700,168.733,-20.949,6.0,1.8,9,0.8
774,2019-03-27 00:16:22.700,168.417,-21.235,13.0,2.9,17,1.9
775,2019-03-27 00:51:54.400,170.031,-21.623,26.9,2.5,9,1.2
776,2019-03-27 05:50:14.700,169.392,-21.675,40.5,2.8,16,0.7
777,2019-03-27 12:09:29.200,169.587,-22.015,9.5,2.1,8,0.9
778,2019-03-28 10:45:36.100,169.807,-22.047,35.2,2.4,12,0.6
779,2019-03-29 07:05:48.600,169.24,-21.482,70.4,2.4,16,1.7
780,2019-03-29 16:12:44.000,168.7,-21.395,9.7,1.8,8,1.1
781,2019-03-29 21:27:35.500,168.808,-21.209,17.0,3.4,17,1.4
782,2019-03-29 22:08:17.300,168.877,-21.108,29.4,2.4,12,1.5
783,2019-03-30 05:12:01.600,168.709,-21.133,8.7,1.9,5,0.9
784,2019-04-01 00:13:31.100,168.687,-21.213,10.3,1.9,10,1.7
785,2019-04-02 15:55:03.900,169.035,-21.479,41.0,1.9,8,2.7
786,2019-04-03 00:17:39.200,169.082,-20.133,50.1,2.6,14,1.1
787,2019-04-04 00:41:29.000,168.158,-20.639,-4.8,2.1,15,3.9
788,2019-04-04 05:40:50.800,169.083,-21.661,56.9,3.3,16,0.5
789,2019-04-04 07:16:22.000,169.694,-21.942,50.5,2.4,8,4.7
790,2019-04-05 06:50:22.800,168.103,-20.201,-4.6,2.1,7,0.9
791,2019-04-05 07:21:11.300,168.141,-20.462,-4.8,2.1,12,0.7
792,2019-04-05 13:36:27.900,168.539,-21.637,3.5,1.7,8,0.6
793,2019-04-06 07:04:31.800,169.307,-21.648,55.0,2.7,13,0.7
794,2019-04-07 01:01:50.600,169.502,-20.475,27.7,3.0,14,1.2
795,2019-04-07 02:43:48.700,170.603,-21.956,57.5,2.9,12,5.2
796,2019-04-07 03:40:06.400,168.941,-21.561,8.7,1.9,6,0.6
797,2019-04-07 11:31:08.800,169.003,-21.609,14.1,1.8,9,2.0
798,2019-04-07 17:06:33.500,168.386,-21.028,9.3,2.1,14,1.5
799,2019-04-08 04:28:28.400,168.589,-21.136,31.0,3.2,16,0.6
800,2019-04-08 04:31:33.900,168.562,-21.261,10.5,2.6,6,0.5
801,2019-04-08 04:41:42.800,168.575,-21.28,11.4,2.1,13,0.5
802,2019-04-08 06:28:17.600,168.551,-21.281,13.0,1.8,6,0.5
803,2019-04-08 13:08:06.100,168.552,-21.311,11.8,1.9,5,2.5
804,2019-04-09 10:44:49.300,169.727,-21.278,51.7,2.5,13,3.5
805,2019-04-09 17:00:00.500,169.68,-21.913,71.6,2.1,8,1.0
806,2019-04-10 05:57:47.900,169.797,-22.096,52.1,3.7,15,3.1
807,2019-04-10 11:16:01.500,168.713,-21.444,11.8,1.9,10,0.7
808,2019-04-10 14:31:37.400,169.836,-22.164,76.6,1.9,6,1.1
809,2019-04-11 19:41:48.100,169.511,-21.918,98.1,2.1,8,2.0
810,2019-04-12 02:36:15.700,168.722,-21.355,11.3,2.3,9,0.7
811,2019-04-12 02:36:18.600,168.568,-21.236,17.0,2.6,7,1.3
812,2019-04-12 11:13:23.900,168.614,-21.079,16.7,2.5,13,0.4
813,2019-04-12 11:19:47.300,168.728,-20.282,-4.6,2.0,7,0.8
814,2019-04-13 12:50:04.400,169.797,-22.096,5.8,2.1,6,0.6
815,2019-04-15 13:20:46.500,168.036,-20.553,3.8,2.8,17,0.6
816,2019-04-15 16:48:19.500,168.162,-20.575,-1.3,1.8,7,0.6
817,2019-04-16 17:02:19.700,168.402,-20.751,1.0,1.7,6,0.7
818,2019-04-21 22:20:59.700,168.742,-21.409,18.6,2.1,4,0.5
819,2019-04-22 04:23:31.400,168.442,-20.898,6.0,2.7,17,0.7
820,2019-04-22 04:37:55.200,170.268,-21.515,95.6,3.5,16,6.3
821,2019-04-23 17:45:37.200,169.371,-21.735,72.8,2.2,9,1.1
822,2019-04-24 11:45:18.400,168.67,-21.411,10.3,2.1,14,0.9
823,2019-04-25 10:00:09.400,169.003,-21.609,15.7,2.2,17,0.7
824,2019-04-25 16:46:03.400,168.401,-20.914,-4.2,2.0,5,0.7
825,2019-04-25 22:55:06.500,168.706,-21.054,21.9,1.9,6,0.9
826,2019-04-27 04:32:33.200,168.305,-20.724,-3.1,2.5,16,0.7
827,2019-04-29 07:31:48.300,168.745,-21.488,13.6,2.0,7,0.6
828,2019-05-02 06:49:07.300,168.208,-20.707,-4.8,1.9,7,0.9
829,2019-05-03 13:00:04.100,168.456,-21.323,11.8,2.1,12,2.6
830,2019-05-04 14:52:07.100,169.106,-21.437,52.5,3.4,16,1.1
831,2019-05-04 16:13:45.400,170.083,-22.254,58.3,2.2,6,3.0
832,2019-05-04 17:47:00.500,169.608,-21.915,58.3,2.9,16,2.9
833,2019-05-04 18:13:38.300,167.975,-20.535,-4.8,2.2,14,0.8
834,2019-05-05 07:04:34.500,168.74,-21.35,17.8,1.8,9,0.9
835,2019-05-05 12:34:05.800,169.654,-21.854,77.4,2.2,11,1.4
836,2019-05-07 05:20:37.600,168.397,-21.258,15.1,2.9,14,0.5
837,2019-05-07 12:37:02.600,168.468,-21.313,10.9,1.7,10,1.4
838,2019-05-07 21:40:11.100,168.462,-21.308,12.4,1.9,7,0.7
839,2019-05-08 02:25:07.100,169.854,-21.431,50.1,2.5,8,0.7
840,2019-05-08 08:32:07.400,168.433,-20.968,9.7,2.0,7,0.7
841,2019-05-08 08:58:15.300,170.453,-21.596,75.3,3.6,15,4.0
842,2019-05-08 12:06:56.200,168.426,-21.339,11.1,1.8,8,1.4
843,2019-05-09 14:03:51.000,169.311,-21.767,52.5,2.2,8,0.9
844,2019-05-09 22:44:50.500,168.478,-21.243,13.4,2.5,14,1.6
845,2019-05-10 03:14:17.900,168.986,-21.461,48.4,2.2,6,0.5
846,2019-05-10 12:37:05.700,168.358,-20.688,17.0,2.8,15,0.8
847,2019-05-11 09:39:06.300,169.11,-21.556,58.3,2.6,16,4.1
848,2019-05-11 17:19:02.700,169.16,-20.961,2.0,2.1,7,0.6
849,2019-05-11 17:56:48.800,169.145,-20.872,-0.0,2.5,14,6.6
850,2019-05-11 18:00:58.700,169.478,-21.069,53.4,2.5,13,0.6
851,2019-05-12 00:28:19.300,168.441,-21.245,10.9,1.8,6,1.0
852,2019-05-12 13:29:00.400,168.716,-21.331,16.1,1.9,4,0.6
853,2019-05-12 18:25:34.100,168.313,-20.788,0.4,2.1,10,1.3
854,2019-05-12 19:00:04.900,169.06,-21.681,46.3,2.4,15,0.5
855,2019-05-12 22:45:30.300,168.289,-20.789,-4.6,2.9,13,0.8
856,2019-05-13 00:32:35.800,168.543,-21.217,55.9,2.4,17,5.9
857,2019-05-13 06:28:29.900,168.313,-20.712,4.7,2.9,15,0.5
858,2019-05-13 08:10:52.400,168.143,-20.521,-4.8,1.9,7,3.5
859,2019-05-13 16:01:11.200,169.068,-20.736,38.9,2.8,9,2.1
860,2019-05-14 12:15:52.100,169.547,-21.907,77.0,2.3,7,4.2
861,2019-05-14 20:09:16.700,168.786,-21.452,20.9,2.0,7,0.5
862,2019-05-15 18:57:43.000,169.034,-21.459,55.0,2.6,15,1.3
863,2019-05-16 00:14:16.400,169.437,-21.901,77.4,2.9,15,3.3
864,2019-05-16 18:32:59.500,168.478,-21.243,14.7,2.1,7,0.6
865,2019-05-16 20:05:40.600,168.692,-21.178,10.5,2.2,13,1.0
866,2019-05-17 02:33:37.100,168.173,-21.123,3.5,1.5,5,0.6
867,2019-05-17 23:24:57.000,168.788,-20.636,47.3,2.5,9,0.5
868,2019-05-18 23:17:25.000,169.934,-21.893,17.4,2.5,4,0.7
869,2019-05-19 01:23:25.700,170.03,-21.583,73.3,4.9,15,0.8
870,2019-05-19 01:37:24.100,169.817,-21.423,77.0,3.4,15,1.2
871,2019-05-19 02:25:03.300,169.833,-21.511,55.0,2.3,9,0.8
872,2019-05-19 03:08:24.800,169.847,-21.56,96.0,2.3,5,0.5
873,2019-05-19 03:51:02.700,169.814,-21.631,50.9,3.2,13,0.8
874,2019-05-19 03:58:20.900,169.768,-21.692,28.5,3.0,9,0.7
875,2019-05-19 05:11:39.300,169.801,-21.315,28.5,2.2,6,0.8
876,2019-05-19 05:43:14.400,169.808,-21.492,40.1,2.6,6,0.8
877,2019-05-19 06:09:49.200,169.966,-21.783,54.2,2.8,9,0.7
878,2019-05-19 12:35:33.900,169.861,-21.589,76.6,2.4,6,0.6
879,2019-05-19 13:09:08.100,169.758,-21.455,38.5,2.4,11,0.6
880,2019-05-19 13:20:08.700,169.777,-21.316,78.2,2.5,14,1.0
881,2019-05-19 13:29:04.500,168.463,-21.165,12.6,2.0,10,0.6
882,2019-05-19 13:44:41.500,169.781,-21.701,47.2,2.9,16,1.3
883,2019-05-19 14:27:07.700,169.975,-21.447,58.3,4.5,15,0.6
884,2019-05-19 14:41:13.700,169.737,-21.515,67.7,3.0,15,0.5
885,2019-05-19 14:46:26.000,169.72,-21.694,75.7,2.2,9,0.5
886,2019-05-19 14:56:45.800,169.782,-21.741,10.7,4.6,14,0.7
887,2019-05-19 15:01:49.700,169.787,-21.572,80.7,3.8,15,2.4
888,2019-05-19 15:05:19.300,169.819,-21.462,53.8,3.5,12,0.9
889,2019-05-19 15:31:41.200,169.866,-21.421,75.3,3.2,9,1.2
890,2019-05-19 16:08:23.100,169.807,-21.473,69.9,3.2,9,2.4
891,2019-05-19 16:16:01.800,169.834,-21.531,49.2,2.4,8,0.6
892,2019-05-19 16:46:41.500,169.822,-21.541,42.2,2.7,15,0.8
893,2019-05-19 17:30:52.400,169.911,-21.627,53.4,2.7,14,0.6
894,2019-05-19 19:48:45.600,169.817,-21.423,70.4,3.3,15,0.8
895,2019-05-19 20:02:54.500,168.686,-21.153,-3.8,2.2,10,1.9
896,2019-05-20 06:07:17.500,168.355,-21.38,-4.6,1.9,4,0.3
897,2019-05-20 06:54:40.200,169.954,-21.22,75.3,2.4,5,0.8
898,2019-05-20 10:22:28.900,169.709,-21.437,32.7,2.5,13,3.0
899,2019-05-20 17:16:09.600,169.62,-21.311,88.6,2.3,11,0.5
900,2019-05-23 06:32:14.600,168.314,-20.057,-4.6,2.7,10,5.1
901,2019-05-23 16:04:02.500,169.877,-21.411,66.6,2.3,13,1.0
902,2019-05-23 16:19:29.600,169.012,-20.847,2.9,2.3,15,1.3
903,2019-05-24 09:50:46.000,169.677,-21.547,86.9,3.5,16,0.5
904,2019-05-24 22:09:15.700,169.646,-20.47,-4.6,4.6,16,0.8
905,2019-05-26 08:29:49.700,169.64,-21.825,37.2,2.9,6,1.3
906,2019-05-26 14:39:26.400,168.785,-20.903,42.2,1.7,8,0.9
907,2019-05-27 12:18:11.600,168.987,-21.5,16.1,1.5,8,0.7
908,2019-05-28 08:29:14.700,168.505,-21.149,80.3,1.7,7,2.6
909,2019-05-28 12:53:08.100,169.139,-21.693,-4.6,2.4,18,0.7
910,2019-05-28 13:18:31.400,168.379,-21.38,-3.8,1.3,7,1.0
911,2019-05-28 13:46:23.800,168.553,-21.147,29.0,1.6,11,0.5
912,2019-05-29 17:16:28.100,168.873,-21.356,46.3,2.4,10,0.8
913,2019-05-30 06:09:28.400,168.446,-21.2,27.7,1.9,6,0.6
914,2019-05-30 11:30:34.100,168.255,-21.245,-3.8,1.7,12,1.0
915,2019-06-01 07:07:21.600,168.566,-21.196,26.0,1.8,8,1.1
916,2019-06-02 15:20:33.600,169.498,-21.296,77.8,2.5,11,0.9
917,2019-06-02 17:55:32.300,168.45,-21.338,-3.8,2.0,13,1.5
918,2019-06-02 17:59:02.000,168.641,-21.273,28.5,1.9,9,0.7
919,2019-06-03 04:33:17.300,168.616,-21.235,32.7,2.0,11,0.6
920,2019-06-04 00:36:47.800,168.218,-20.83,-4.6,1.9,7,1.0
921,2019-06-04 05:03:33.900,168.539,-21.098,15.3,2.2,13,0.7
922,2019-06-04 12:24:17.400,168.928,-20.167,76.2,2.5,14,7.0
923,2019-06-05 15:07:29.200,168.473,-21.298,-3.8,2.1,15,2.7
924,2019-06-07 08:23:44.600,168.908,-21.325,26.9,2.3,7,2.6
925,2019-06-08 21:50:41.200,168.428,-21.205,11.8,1.9,10,0.3
926,2019-06-09 14:03:02.900,168.126,-20.141,-4.6,2.3,17,2.6
927,2019-06-10 04:13:02.200,169.506,-21.8,59.2,2.3,4,1.9
928,2019-06-10 12:04:47.700,167.855,-20.508,-4.8,2.2,18,0.6
929,2019-06-12 02:39:25.600,168.714,-21.271,58.3,2.3,10,0.5
930,2019-06-12 16:20:49.800,169.285,-21.708,41.0,1.9,9,2.0
931,2019-06-13 09:33:38.900,169.275,-22.085,-4.6,2.0,5,0.7
932,2019-06-13 15:50:45.100,169.139,-20.388,33.5,2.3,16,0.9
933,2019-06-14 16:02:06.000,169.115,-21.694,29.4,1.7,7,0.6
934,2019-06-15 10:33:04.900,169.672,-20.815,31.4,2.2,8,0.8
935,2019-06-15 18:24:42.200,169.749,-21.218,53.4,2.7,17,0.7
936,2019-06-16 09:41:09.600,169.21,-21.652,28.5,1.7,13,2.3
937,2019-06-18 10:35:22.500,168.577,-21.33,8.5,1.6,11,0.8
938,2019-06-18 14:38:14.700,169.109,-21.536,65.8,2.2,9,0.8
939,2019-06-18 15:44:43.500,168.589,-21.319,8.9,1.5,11,0.9
940,2019-06-18 20:00:54.700,169.3,-21.797,30.6,2.0,6,2.2
941,2019-06-18 20:27:42.000,169.818,-22.303,52.0,4.2,17,0.6
942,2019-06-19 10:58:56.700,168.22,-21.092,4.3,1.7,8,0.4
943,2019-06-19 12:29:05.300,170.039,-21.801,35.2,2.2,16,5.6
944,2019-06-20 18:15:54.200,168.788,-21.502,22.1,1.6,8,0.7
945,2019-06-20 21:25:23.800,169.146,-21.871,-3.8,2.1,11,3.2
946,2019-06-21 08:29:19.300,168.704,-21.158,10.9,2.2,13,0.8
947,2019-06-22 16:20:59.300,168.478,-20.685,31.0,1.8,15,0.8
948,2019-06-22 19:41:19.400,168.74,-21.533,15.1,1.6,8,0.7
949,2019-06-23 06:06:10.300,168.664,-21.152,14.8,2.2,16,0.6
950,2019-06-23 09:23:51.000,168.972,-21.085,9.5,2.5,15,1.7
951,2019-06-23 16:40:33.500,169.262,-21.749,42.6,2.2,18,1.0
952,2019-06-24 11:31:52.400,168.985,-21.095,24.0,1.8,7,1.0
953,2019-06-25 12:37:51.200,168.891,-21.523,15.3,1.9,10,2.0
954,2019-06-25 14:08:45.900,168.688,-21.05,13.4,1.8,11,0.9
955,2019-06-26 12:59:10.000,168.712,-21.405,18.8,2.2,9,0.4
956,2019-06-27 01:06:08.300,169.437,-21.881,31.0,2.1,4,0.7
957,2019-06-27 15:39:29.100,169.123,-21.748,47.1,3.8,15,0.9
958,2019-06-27 23:18:14.000,168.183,-20.05,43.9,2.3,5,0.6
959,2019-06-28 12:52:52.800,168.973,-21.624,47.8,3.2,15,0.7
960,2019-06-29 20:54:01.100,168.42,-20.948,10.5,2.0,10,0.8
961,2019-06-30 04:34:50.700,168.255,-21.264,-4.6,2.7,12,0.4
962,2019-07-01 15:00:16.100,169.802,-22.215,17.4,2.2,12,0.9
963,2019-07-01 18:51:24.900,168.349,-20.392,76.6,2.6,14,0.7
964,2019-07-02 00:48:00.400,168.04,-20.479,-4.6,2.2,12,0.5
965,2019-07-02 01:26:19.000,168.387,-20.48,15.7,2.2,6,2.6
966,2019-07-02 05:04:15.600,168.318,-20.966,-2.9,2.0,7,0.4
967,2019-07-04 01:38:37.800,169.381,-20.133,-0.9,2.8,14,5.7
968,2019-07-06 11:08:15.900,169.549,-21.047,-3.0,5.5,13,0.5
969,2019-07-07 16:25:22.300,168.663,-21.194,-3.8,2.3,11,5.5
970,2019-07-08 17:24:44.100,168.891,-21.177,55.5,2.0,6,0.7
971,2019-07-08 23:31:33.700,168.389,-21.29,-3.3,2.0,5,0.4
972,2019-07-09 09:57:59.600,168.103,-20.201,-1.3,2.6,12,0.6
973,2019-07-09 19:55:01.300,169.822,-22.689,75.3,2.3,7,0.7
974,2019-07-11 11:02:16.400,170.057,-21.374,75.3,2.2,14,7.4
975,2019-07-11 12:37:47.300,168.703,-21.504,13.0,1.5,8,2.1
976,2019-07-11 15:45:53.000,168.958,-20.671,79.1,2.0,7,1.7
977,2019-07-12 05:45:17.400,169.11,-21.556,21.1,2.0,5,0.8
978,2019-07-12 17:47:41.400,169.384,-20.518,13.6,2.3,7,0.9
979,2019-07-13 06:09:52.300,169.015,-21.618,27.7,2.1,14,1.9
980,2019-07-13 18:35:28.700,169.096,-21.833,44.3,2.0,9,0.7
981,2019-07-14 01:11:05.000,168.044,-20.637,-4.6,1.8,6,1.0
982,2019-07-14 11:04:11.600,169.743,-21.079,-4.6,2.3,13,2.2
983,2019-07-15 16:55:25.600,168.539,-21.098,30.2,2.1,13,0.9
984,2019-07-18 22:37:59.600,169.214,-21.75,26.0,3.4,14,0.5
985,2019-07-19 21:39:25.700,169.486,-20.673,74.9,2.6,9,3.0
986,2019-07-21 22:12:45.500,169.401,-20.34,30.2,4.3,16,7.5
987,2019-07-22 21:19:13.200,168.501,-21.03,-2.5,1.8,6,1.0
988,2019-07-23 12:48:08.800,168.706,-21.034,25.2,1.8,12,0.9
989,2019-07-24 13:53:38.000,169.648,-20.529,96.4,2.1,11,7.5
990,2019-07-24 16:58:47.600,168.566,-21.543,95.2,1.6,10,0.5
991,2019-07-26 12:05:46.700,168.507,-21.228,29.0,2.0,11,0.6
992,2019-07-26 19:54:32.100,168.87,-21.623,20.3,1.9,12,0.8
993,2019-07-27 01:46:36.900,167.935,-20.185,-3.8,2.0,7,5.2
994,2019-07-28 08:07:17.100,169.845,-22.095,75.3,2.7,17,1.0
995,2019-07-28 09:21:45.500,168.101,-20.527,-2.5,1.7,6,1.1
996,2019-07-29 12:29:03.200,169.597,-20.432,23.6,2.6,17,4.2
997,2019-07-30 14:32:50.000,170.352,-22.55,-2.5,3.9,16,9.4
998,2019-08-01 08:30:36.400,169.54,-21.443,24.4,2.8,12,0.8
999,2019-08-01 13:37:45.500,169.293,-21.293,76.6,3.0,15,2.4
1000,2019-08-01 19:31:25.100,169.242,-20.563,9.5,2.7,11,9.0
1001,2019-08-02 03:47:28.500,170.468,-21.912,38.9,3.4,17,9.2
1002,2019-08-03 21:16:28.000,167.986,-21.113,-4.6,2.9,17,1.4
1003,2019-08-03 21:53:06.000,167.92,-21.13,-4.8,2.2,15,0.7
1004,2019-08-04 15:20:06.900,169.264,-21.788,56.7,2.5,17,0.9
1005,2019-08-05 18:25:01.800,169.084,-21.517,31.0,2.3,8,0.7
1006,2019-08-06 20:41:31.300,168.595,-21.334,31.0,2.0,10,1.1
1007,2019-08-07 11:06:40.700,168.284,-20.631,98.1,1.9,10,0.4
1008,2019-08-08 01:06:45.100,168.724,-20.856,29.4,1.9,9,0.9
1009,2019-08-08 07:45:54.100,168.572,-21.355,24.4,1.7,7,0.7
1010,2019-08-08 23:01:20.700,169.759,-22.068,54.2,3.4,14,5.0
1011,2019-08-09 10:16:13.000,169.54,-21.749,80.3,2.1,10,2.8
1012,2019-08-09 10:27:35.100,168.929,-21.225,27.7,1.8,7,2.2
1013,2019-08-09 13:17:24.400,169.176,-21.049,-2.5,2.0,13,1.1
1014,2019-08-09 18:16:57.600,170.529,-22.187,20.7,2.6,8,0.8
1015,2019-08-11 13:42:28.400,170.351,-22.016,69.5,2.5,12,0.7
1016,2019-08-12 12:04:54.500,168.816,-21.446,26.0,2.1,10,4.3
1017,2019-08-13 14:55:58.900,170.059,-21.414,91.9,2.5,10,8.1
1018,2019-08-13 19:55:00.700,169.386,-21.517,35.6,2.5,12,2.1
1019,2019-08-14 04:19:55.700,169.364,-21.884,78.2,2.5,13,0.8
1020,2019-08-15 10:18:24.600,168.182,-20.436,-3.8,1.9,7,0.4
